SAP2000 v14.0.0    3/26/21 14:49:30

Table:  Element Forces - Frames

       Frame     Station  OutputCase    CaseType           P          V2          V3           T          M2          M3   FrameElem ElemStation
                      mm                                   N           N           N        N-mm        N-mm        N-mm                      mm

          21     2750.00       WINDX   LinStatic        0.00   1.597E-09  -1.819E-12   8.752E-07   5.002E-09   3.993E-07        21-1     2750.00
          21     3250.00       WINDX   LinStatic        0.00   1.597E-09  -1.819E-12   8.752E-07   5.912E-09  -3.992E-07        21-1     3250.00
          21     3750.00       WINDX   LinStatic        0.00   1.597E-09  -1.819E-12   8.752E-07   6.821E-09  -1.198E-06        21-1     3750.00
          21     4250.00       WINDX   LinStatic        0.00   1.597E-09  -1.819E-12   8.752E-07   7.731E-09  -1.996E-06        21-1     4250.00
          21     4750.00       WINDX   LinStatic        0.00   1.597E-09  -1.819E-12   8.752E-07   8.640E-09  -2.795E-06        21-1     4750.00
          21     5250.00       WINDX   LinStatic        0.00   1.597E-09  -1.819E-12   8.752E-07   9.550E-09  -3.593E-06        21-1     5250.00
          21     5750.00       WINDX   LinStatic        0.00   1.597E-09  -1.819E-12   8.752E-07   1.046E-08  -4.392E-06        21-1     5750.00
          21      250.00       WINDY   LinStatic        0.00     3592.46        0.00       26.93        0.00  9879275.38        21-1      250.00
          21      750.00       WINDY   LinStatic        0.00     3592.46        0.00       26.93        0.00  8083043.49        21-1      750.00
          21     1250.00       WINDY   LinStatic        0.00     3592.46        0.00       26.93        0.00  6286811.60        21-1     1250.00
          21     1750.00       WINDY   LinStatic        0.00     3592.46        0.00       26.93        0.00  4490579.72        21-1     1750.00
          21     2250.00       WINDY   LinStatic        0.00     3592.46        0.00       26.93        0.00  2694347.83        21-1     2250.00
          21     2750.00       WINDY   LinStatic        0.00     3592.46        0.00       26.93        0.00   898115.94        21-1     2750.00
          21     3250.00       WINDY   LinStatic        0.00     3592.46        0.00       26.93        0.00  -898115.94        21-1     3250.00
          21     3750.00       WINDY   LinStatic        0.00     3592.46        0.00       26.93        0.00 -2694347.83        21-1     3750.00
          21     4250.00       WINDY   LinStatic        0.00     3592.46        0.00       26.93        0.00 -4490579.72        21-1     4250.00
          21     4750.00       WINDY   LinStatic        0.00     3592.46        0.00       26.93        0.00 -6286811.60        21-1     4750.00
          21     5250.00       WINDY   LinStatic        0.00     3592.46        0.00       26.93        0.00 -8083043.49        21-1     5250.00
          21     5750.00       WINDY   LinStatic        0.00     3592.46        0.00       26.93        0.00 -9879275.38        21-1     5750.00
          22      250.00        DEAD   LinStatic        0.00   -36684.12        0.00    11068.37        0.00  -31716467.        22-1      250.00
          22      750.00        DEAD   LinStatic        0.00   -32578.12        0.00    11068.37        0.00 -14269089.2        22-1      750.00
          22     1250.00        DEAD   LinStatic        0.00   -25703.97        0.00    11068.37        0.00   367343.10        22-1     1250.00
          22     1750.00        DEAD   LinStatic        0.00   -18434.37        0.00    11068.37        0.00 11401929.68        22-1     1750.00
          22     2250.00        DEAD   LinStatic        0.00   -11164.77        0.00    11068.37        0.00 18801716.29        22-1     2250.00
          22     2750.00        DEAD   LinStatic        0.00    -3895.17        0.00    11068.37        0.00 22566702.93        22-1     2750.00
          22     3250.00        DEAD   LinStatic        0.00     3374.43        0.00    11068.37        0.00 22696889.61        22-1     3250.00
          22     3750.00        DEAD   LinStatic        0.00    10644.03        0.00    11068.37        0.00 19192276.31        22-1     3750.00
          22     4250.00        DEAD   LinStatic        0.00    17913.63        0.00    11068.37        0.00 12052863.05        22-1     4250.00
          22     4750.00        DEAD   LinStatic        0.00    25183.23        0.00    11068.37        0.00  1278649.82        22-1     4750.00
          22     5250.00        DEAD   LinStatic        0.00    32057.38        0.00    11068.37        0.00 -13097409.2        22-1     5250.00
          22     5750.00        DEAD   LinStatic        0.00    36163.38        0.00    11068.37        0.00 -30284413.7        22-1     5750.00
          22      250.00        LIVE   LinStatic        0.00    -9944.86        0.00     2948.28        0.00 -8694358.30        22-1      250.00
          22      750.00        LIVE   LinStatic        0.00    -8944.86        0.00     2948.28        0.00 -3930262.16        22-1      750.00
          22     1250.00        LIVE   LinStatic        0.00    -7069.86        0.00     2948.28        0.00    94250.77        22-1     1250.00
          22     1750.00        LIVE   LinStatic        0.00    -5069.86        0.00     2948.28        0.00  3129180.39        22-1     1750.00
          22     2250.00        LIVE   LinStatic        0.00    -3069.86        0.00     2948.28        0.00  5164110.01        22-1     2250.00
          22     2750.00        LIVE   LinStatic        0.00    -1069.86        0.00     2948.28        0.00  6199039.62        22-1     2750.00
          22     3250.00        LIVE   LinStatic        0.00      930.14        0.00     2948.28        0.00  6233969.24        22-1     3250.00
          22     3750.00        LIVE   LinStatic        0.00     2930.14        0.00     2948.28        0.00  5268898.86        22-1     3750.00
          22     4250.00        LIVE   LinStatic        0.00     4930.14        0.00     2948.28        0.00  3303828.48        22-1     4250.00
          22     4750.00        LIVE   LinStatic        0.00     6930.14        0.00     2948.28        0.00   338758.10        22-1     4750.00
          22     5250.00        LIVE   LinStatic        0.00     8805.14        0.00     2948.28        0.00 -3615895.60        22-1     5250.00
          22     5750.00        LIVE   LinStatic        0.00     9805.14        0.00     2948.28        0.00 -8310132.56        22-1     5750.00
          22      250.00       WINDX   LinStatic        0.00   1.664E-09        0.00   8.547E-07        0.00   4.478E-06        22-1      250.00
          22      750.00       WINDX   LinStatic        0.00   1.664E-09        0.00   8.547E-07        0.00   3.646E-06        22-1      750.00
          22     1250.00       WINDX   LinStatic        0.00   1.664E-09        0.00   8.547E-07        0.00   2.814E-06        22-1     1250.00
          22     1750.00       WINDX   LinStatic        0.00   1.664E-09        0.00   8.547E-07        0.00   1.982E-06        22-1     1750.00
          22     2250.00       WINDX   LinStatic        0.00   1.664E-09        0.00   8.547E-07        0.00   1.150E-06        22-1     2250.00
          22     2750.00       WINDX   LinStatic        0.00   1.664E-09        0.00   8.547E-07        0.00   3.181E-07        22-1     2750.00
          22     3250.00       WINDX   LinStatic        0.00   1.664E-09        0.00   8.547E-07        0.00  -5.138E-07        22-1     3250.00
          22     3750.00       WINDX   LinStatic        0.00   1.664E-09        0.00   8.547E-07        0.00  -1.346E-06        22-1     3750.00
          22     4250.00       WINDX   LinStatic        0.00   1.664E-09        0.00   8.547E-07        0.00  -2.178E-06        22-1     4250.00
          22     4750.00       WINDX   LinStatic        0.00   1.664E-09        0.00   8.547E-07        0.00  -3.010E-06        22-1     4750.00
          22     5250.00       WINDX   LinStatic        0.00   1.664E-09        0.00   8.547E-07        0.00  -3.842E-06        22-1     5250.00
          22     5750.00       WINDX   LinStatic        0.00   1.664E-09        0.00   8.547E-07        0.00  -4.674E-06        22-1     5750.00
          22      250.00       WINDY   LinStatic        0.00     3729.86        0.00      -64.90        0.00 10042479.34        22-1      250.00
          22      750.00       WINDY   LinStatic        0.00     3729.86        0.00      -64.90        0.00  8177548.27        22-1      750.00
          22     1250.00       WINDY   LinStatic        0.00     3729.86        0.00      -64.90        0.00  6312617.21        22-1     1250.00
          22     1750.00       WINDY   LinStatic        0.00     3729.86        0.00      -64.90        0.00  4447686.15        22-1     1750.00
          22     2250.00       WINDY   LinStatic        0.00     3729.86        0.00      -64.90        0.00  2582755.09        22-1     2250.00
          22     2750.00       WINDY   LinStatic        0.00     3729.86        0.00      -64.90        0.00   717824.03        22-1     2750.00
          22     3250.00       WINDY   LinStatic        0.00     3729.86        0.00      -64.90        0.00 -1147107.03        22-1     3250.00
          22     3750.00       WINDY   LinStatic        0.00     3729.86        0.00      -64.90        0.00 -3012038.09        22-1     3750.00
          22     4250.00       WINDY   LinStatic        0.00     3729.86        0.00      -64.90        0.00 -4876969.15        22-1     4250.00
          22     4750.00       WINDY   LinStatic        0.00     3729.86        0.00      -64.90        0.00 -6741900.21        22-1     4750.00
          22     5250.00       WINDY   LinStatic        0.00     3729.86        0.00      -64.90        0.00 -8606831.27        22-1     5250.00
          22     5750.00       WINDY   LinStatic        0.00     3729.86        0.00      -64.90        0.00 -10471762.3        22-1     5750.00
          23      250.00        DEAD   LinStatic        0.00   -36163.38        0.00    11068.37        0.00 -30284413.8        23-1      250.00
          23      750.00        DEAD   LinStatic        0.00   -32057.38        0.00    11068.37        0.00 -13097409.3        23-1      750.00
          23     1250.00        DEAD   LinStatic        0.00   -25183.23        0.00    11068.37        0.00  1278649.66        23-1     1250.00
          23     1750.00        DEAD   LinStatic        0.00   -17913.63        0.00    11068.37        0.00 12052862.93        23-1     1750.00
          23     2250.00        DEAD   LinStatic        0.00   -10644.03        0.00    11068.37        0.00 19192276.24        23-1     2250.00
          23     2750.00        DEAD   LinStatic        0.00    -3374.43        0.00    11068.37        0.00 22696889.58        23-1     2750.00
          23     3250.00        DEAD   LinStatic        0.00     3895.17        0.00    11068.37        0.00 22566702.96        23-1     3250.00
          23     3750.00        DEAD   LinStatic        0.00    11164.77        0.00    11068.37        0.00 18801716.36        23-1     3750.00
          23     4250.00        DEAD   LinStatic        0.00    18434.37        0.00    11068.37        0.00 11401929.80        23-1     4250.00
          23     4750.00        DEAD   LinStatic        0.00    25703.97        0.00    11068.37        0.00   367343.27        23-1     4750.00
          23     5250.00        DEAD   LinStatic        0.00    32578.12        0.00    11068.37        0.00 -14269089.0        23-1     5250.00
          23     5750.00        DEAD   LinStatic        0.00    36684.12        0.00    11068.37        0.00  -31716467.        23-1     5750.00
          23      250.00        LIVE   LinStatic        0.00    -9805.14        0.00     2948.28        0.00 -8310132.56        23-1      250.00
          23      750.00        LIVE   LinStatic        0.00    -8805.14        0.00     2948.28        0.00 -3615895.65        23-1      750.00
          23     1250.00        LIVE   LinStatic        0.00    -6930.14        0.00     2948.28        0.00   338758.05        23-1     1250.00
          23     1750.00        LIVE   LinStatic        0.00    -4930.14        0.00     2948.28        0.00  3303828.45        23-1     1750.00
          23     2250.00        LIVE   LinStatic        0.00    -2930.14        0.00     2948.28        0.00  5268898.84        23-1     2250.00
          23     2750.00        LIVE   LinStatic        0.00     -930.14        0.00     2948.28        0.00  6233969.24        23-1     2750.00
          23     3250.00        LIVE   LinStatic        0.00     1069.86        0.00     2948.28        0.00  6199039.63        23-1     3250.00
